crop,year,season,state,area,production,annual rainfall,yield
Maize,2016,Kharif     ,Haryana,6300.0,19500,554.7,3.132222222
Onion,2016,Whole Year ,Haryana,28164.0,650394,554.7,24.83
Potato,2016,Whole Year ,Haryana,32832.0,811499,554.7,24.84571429
Rice,2016,Kharif     ,Haryana,1384700.0,4451000,554.7,2.9505
Sugarcane,2016,Whole Year ,Haryana,101500.0,8167000,554.7,77.64055556
Sunflower,2016,Kharif     ,Haryana,8600.0,12100,554.7,1.72
Wheat,2016,Rabi       ,Haryana,2542100.0,12310000,554.7,4.744761905
Bajra,2016,Kharif     ,Himachal Pradesh,157.0,77,1373.9,0.58
Barley,2016,Rabi       ,Himachal Pradesh,19943.0,18125,1373.9,0.925454545
Groundnut,2016,Kharif     ,Himachal Pradesh,48.0,39,1373.9,0.815
Maize,2016,Kharif     ,Himachal Pradesh,262595.0,483441,1373.9,2.094166667
Potato,2016,Kharif     ,Himachal Pradesh,6448.0,64460,1373.9,11.604
Potato,2016,Rabi       ,Himachal Pradesh,3407.0,23691,1373.9,4.691
Rice,2016,Kharif     ,Himachal Pradesh,70855.0,103557,1373.9,1.559090909
Sugarcane,2016,Whole Year ,Himachal Pradesh,1953.0,47999,1373.9,17.29142857
Wheat,2016,Rabi       ,Himachal Pradesh,325910.0,331303,1373.9,1.0275
Bajra,2016,Kharif     ,Madhya Pradesh,279000.0,776000,1048.4,2.052222222
Barley,2016,Kharif     ,Madhya Pradesh,116100.0,384790,1048.4,3.232105263
Groundnut,2016,Kharif     ,Madhya Pradesh,254000.0,377000,1048.4,1.393157895
Maize,2016,Kharif     ,Madhya Pradesh,1264000.0,4300000,1048.4,2.479130435
Onion,2016,Whole Year ,Madhya Pradesh,150839.21,3821047,1048.4,23.96137255
Potato,2016,Whole Year ,Madhya Pradesh,159997.16,3460981,1048.4,21.3086
Rice,2016,Kharif     ,Madhya Pradesh,2260000.0,5400540,1048.4,2.040294118
Sugarcane,2016,Whole Year ,Madhya Pradesh,91930.0,4726000,1048.4,30.362
Sunflower,2016,Rabi       ,Madhya Pradesh,1520.0,1520,1048.4,1.0
Wheat,2016,Rabi       ,Madhya Pradesh,6423000.0,21916000,1048.4,3.294509804
Bajra,2016,Kharif     ,Maharashtra,837081.0,799743,1151.1,0.649090909
Groundnut,2016,Kharif     ,Maharashtra,235080.0,286827,1151.1,0.95625
Groundnut,2016,Summer     ,Maharashtra,120010.0,133475,1151.1,1.325
Maize,2016,Kharif     ,Maharashtra,658330.0,2136362,1151.1,2.413448276
Maize,2016,Rabi       ,Maharashtra,344895.0,1084699,1151.1,2.637857143
Maize,2016,Summer     ,Maharashtra,50200.0,107630,1151.1,1.8748
Rice,2016,Kharif     ,Maharashtra,1465730.0,3419021,1151.1,1.664444444
Rice,2016,Summer     ,Maharashtra,69640.0,161900,1151.1,2.369166667
Sugarcane,2016,Whole Year ,Maharashtra,633269.0,54236984,1151.1,69.409
Sunflower,2016,Kharif     ,Maharashtra,21076.0,5877,1151.1,0.295
Sunflower,2016,Rabi       ,Maharashtra,37238.0,28440,1151.1,0.789130435
Sunflower,2016,Summer     ,Maharashtra,680.0,869,1151.1,0.804
Wheat,2016,Rabi       ,Maharashtra,1272006.0,2214012,1151.1,1.73483871
Groundnut,2016,Kharif     ,Manipur,3380.0,2986,2039.8,0.885555556
Maize,2016,Kharif     ,Manipur,19740.0,41800,2039.8,2.102222222
Maize,2016,Rabi       ,Manipur,7060.0,17000,2039.8,2.412222222
Potato,2016,Whole Year ,Manipur,15250.0,126860,2039.8,8.3
Rice,2016,Kharif     ,Manipur,244000.0,645600,2039.8,2.313333333
Sugarcane,2016,Whole Year ,Manipur,6000.0,348000,2039.8,54.38111111
Wheat,2016,Rabi       ,Manipur,2250.0,5620,2039.8,2.503333333
Maize,2016,Kharif     ,Mizoram,5481.0,8443,2626.8,1.665
Maize,2016,Rabi       ,Mizoram,298.0,468,2626.8,1.73
Onion,2016,Rabi       ,Mizoram,35.0,127,2626.8,3.63
Potato,2016,Kharif     ,Mizoram,106.0,437,2626.8,3.75
Potato,2016,Rabi       ,Mizoram,43.0,250,2626.8,5.81
Rice,2016,Autumn     ,Mizoram,19602.0,23665,2626.8,1.21125
Rice,2016,Kharif     ,Mizoram,16862.0,36979,2626.8,2.2325
Rice,2016,Rabi       ,Mizoram,394.0,872,2626.8,2.21
Sugarcane,2016,Whole Year ,Mizoram,1588.0,50532,2626.8,30.9975
Bajra,2016,Kharif     ,Nagaland,690.0,700,1959.8,0.995454545
Barley,2016,Rabi       ,Nagaland,540.0,560,1959.8,1.028181818
Groundnut,2016,Kharif     ,Nagaland,930.0,960,1959.8,1.02
Maize,2016,Kharif     ,Nagaland,63660.0,126040,1959.8,1.98
Maize,2016,Rabi       ,Nagaland,5300.0,10500,1959.8,1.978333333
Potato,2016,Rabi       ,Nagaland,7480.0,74840,1959.8,10.0
Rice,2016,Kharif     ,Nagaland,201860.0,491660,1959.8,2.391818182
Rice,2016,Rabi       ,Nagaland,4800.0,13400,1959.8,2.79
Sugarcane,2016,Kharif     ,Nagaland,4420.0,192390,1959.8,43.71090909
Sunflower,2016,Kharif     ,Nagaland,350.0,300,1959.8,0.843333333
Sunflower,2016,Rabi       ,Nagaland,2220.0,1360,1959.8,0.616
Wheat,2016,Rabi       ,Nagaland,3380.0,6220,1959.8,1.838888889
Bajra,2016,Kharif     ,Punjab,1200.0,700,635.9,0.55
Barley,2016,Rabi       ,Punjab,8300.0,31500,635.9,3.753333333
Groundnut,2016,Kharif     ,Punjab,1200.0,2300,635.9,1.95
Maize,2016,Kharif     ,Punjab,116000.0,445000,635.9,3.600769231
Rice,2016,Kharif     ,Punjab,3046000.0,12638000,635.9,4.066818182
Sugarcane,2016,Whole Year ,Punjab,88000.0,7152000,635.9,83.69333333
Sunflower,2016,Rabi       ,Punjab,5800.0,9600,635.9,1.595
Wheat,2016,Rabi       ,Punjab,3495000.0,17636000,635.9,4.975
Bajra,2016,Kharif     ,Telangana,3134.0,2723,942.6,0.89
Bajra,2016,Rabi       ,Telangana,13563.0,11791,942.6,0.87875
Groundnut,2016,Kharif     ,Telangana,26674.0,51597,942.6,2.272380952
Groundnut,2016,Rabi       ,Telangana,140417.0,290379,942.6,1.996896552
Maize,2016,Kharif     ,Telangana,636407.0,1756790,942.6,3.304333333
Maize,2016,Rabi       ,Telangana,165415.0,1125685,942.6,6.661666667
Onion,2016,Kharif     ,Telangana,6153.0,92896,942.6,15.68529412
Onion,2016,Rabi       ,Telangana,9423.0,309477,942.6,31.11925926
Potato,2016,Kharif     ,Telangana,37.0,405,942.6,10.795
Potato,2016,Rabi       ,Telangana,3192.0,32377,942.6,10.56111111
Rice,2016,Kharif     ,Telangana,889351.0,3028634,942.6,3.229666667
Rice,2016,Rabi       ,Telangana,939223.0,3570445,942.6,3.585
Sugarcane,2016,Kharif     ,Telangana,29357.0,2061312,942.6,65.524
Sunflower,2016,Kharif     ,Telangana,951.0,719,942.6,0.862
Sunflower,2016,Rabi       ,Telangana,4941.0,8865,942.6,1.781428571
Wheat,2016,Rabi       ,Telangana,5409.0,7413,942.6,1.223571429
Groundnut,2016,Kharif     ,Tripura,833.0,1091,2475.3,1.305
Groundnut,2016,Rabi       ,Tripura,1000.0,1584,2475.3,1.59125
Maize,2016,Kharif     ,Tripura,12196.0,16608,2475.3,1.38375
Maize,2016,Rabi       ,Tripura,2500.0,3887,2475.3,1.56
Rice,2016,Autumn     ,Tripura,38136.0,101574,2475.3,2.5475
Rice,2016,Kharif     ,Tripura,16843.0,18190,2475.3,1.05875
Rice,2016,Summer     ,Tripura,71877.0,231509,2475.3,3.145
Rice,2016,Winter     ,Tripura,150250.0,463371,2475.3,3.05375
Sugarcane,2016,Whole Year ,Tripura,822.0,44100,2475.3,54.71125
Wheat,2016,Rabi       ,Tripura,200.0,460,2475.3,2.25625
Bajra,2016,Kharif     ,Uttar Pradesh,907173.0,1736339,965.3,1.466875
Barley,2016,Rabi       ,Uttar Pradesh,169985.0,460140,965.3,2.778266667
Groundnut,2016,Kharif     ,Uttar Pradesh,94013.0,85006,965.3,0.933898305
Maize,2016,Kharif     ,Uttar Pradesh,727231.0,1364579,965.3,1.737808219
Maize,2016,Rabi       ,Uttar Pradesh,12320.0,34521,965.3,2.64037037
Maize,2016,Summer     ,Uttar Pradesh,66929.0,125558,965.3,1.884827586
Onion,2016,Rabi       ,Uttar Pradesh,10526.0,146606,965.3,13.93273973
Onion,2016,Summer     ,Uttar Pradesh,12815.0,173372,965.3,13.28542857
Potato,2016,Rabi       ,Uttar Pradesh,575641.0,13956310,965.3,23.69093333
Rice,2016,Kharif     ,Uttar Pradesh,5965657.0,14396168,965.3,2.3668
Rice,2016,Summer     ,Uttar Pradesh,26051.0,74184,965.3,2.484117647
Sugarcane,2016,Kharif     ,Uttar Pradesh,2159841.0,156948671,965.3,64.83346667
Sunflower,2016,Summer     ,Uttar Pradesh,3325.0,3913,965.3,1.163076923
Wheat,2016,Rabi       ,Uttar Pradesh,9884913.0,34971381,965.3,3.558666667
Barley,2016,Rabi       ,Uttarakhand,19834.0,24622,1580.9,1.350769231
Groundnut,2016,Kharif     ,Uttarakhand,935.0,1214,1580.9,1.296
Maize,2016,Kharif     ,Uttarakhand,21692.0,36649,1580.9,1.57
Maize,2016,Summer     ,Uttarakhand,90.0,133,1580.9,1.705
Onion,2016,Whole Year ,Uttarakhand,3557.0,29892,1580.9,7.258333333
Potato,2016,Kharif     ,Uttarakhand,6583.0,55540,1580.9,9.679090909
Potato,2016,Rabi       ,Uttarakhand,5688.0,68184,1580.9,11.89615385
Rice,2016,Kharif     ,Uttarakhand,251498.0,582720,1580.9,1.779230769
Rice,2016,Summer     ,Uttarakhand,14703.0,55577,1580.9,3.77
Sugarcane,2016,Whole Year ,Uttarakhand,91995.0,5445379,1580.9,63.694
Sunflower,2016,Kharif     ,Uttarakhand,7.0,4,1580.9,0.57
Wheat,2016,Rabi       ,Uttarakhand,339572.0,891700,1580.9,1.962307692
Maize,2016,Autumn     ,Jharkhand,124673.0,270738,1296.3,2.102608696
Onion,2016,Rabi       ,Jharkhand,3646.0,29203,1296.3,7.856666667
Potato,2016,Rabi       ,Jharkhand,24736.0,226561,1296.3,10.60166667
Potato,2016,Winter     ,Jharkhand,20926.0,166162,1296.3,8.624285714
Rice,2016,Autumn     ,Jharkhand,137925.0,154026,1296.3,0.912
Rice,2016,Winter     ,Jharkhand,1204133.0,2621003,1296.3,2.251666667
Wheat,2016,Rabi       ,Jharkhand,112109.0,226854,1296.3,2.145416667
Bajra,2016,Kharif     ,West Bengal,167.0,49,1795.8,0.315
Barley,2016,Rabi       ,West Bengal,2546.0,3615,1795.8,1.428571429
Groundnut,2016,Autumn     ,West Bengal,2243.0,2162,1795.8,1.141818182
Groundnut,2016,Rabi       ,West Bengal,13747.0,25293,1795.8,1.801333333
Groundnut,2016,Summer     ,West Bengal,54784.0,138942,1795.8,2.290666667
Maize,2016,Autumn     ,West Bengal,46431.0,124996,1795.8,2.783333333
Maize,2016,Rabi       ,West Bengal,56211.0,317798,1795.8,3.726666667
Maize,2016,Summer     ,West Bengal,60813.0,310486,1795.8,3.493333333
Potato,2016,Rabi       ,West Bengal,414490.0,14464124,1795.8,29.99272727
Potato,2016,Summer     ,West Bengal,2590.0,25329,1795.8,7.125
Rice,2016,Autumn     ,West Bengal,247978.0,642310,1795.8,2.493809524
Rice,2016,Summer     ,West Bengal,1185381.0,4005685,1795.8,3.244285714
Rice,2016,Winter     ,West Bengal,3963495.0,10996579,1795.8,2.691363636
Sugarcane,2016,Whole Year ,West Bengal,20995.0,1549747,1795.8,72.57105263
Sunflower,2016,Kharif     ,West Bengal,7231.0,9486,1795.8,1.32625
Wheat,2016,Rabi       ,West Bengal,321621.0,862712,1795.8,2.394545455
Groundnut,2017,Kharif     ,Arunachal Pradesh,919.0,901,2745.5,1.265
Maize,2017,Kharif     ,Arunachal Pradesh,50797.0,77216,2745.5,1.628
Potato,2017,Whole Year ,Arunachal Pradesh,6075.0,44044,2745.5,6.7155
Rice,2017,Kharif     ,Arunachal Pradesh,132000.0,233335,2745.5,1.6915
Sugarcane,2017,Whole Year ,Arunachal Pradesh,2110.0,45154,2745.5,22.44230769
Sunflower,2017,Kharif     ,Arunachal Pradesh,571.0,466,2745.5,0.781
Wheat,2017,Rabi       ,Arunachal Pradesh,3930.0,7742,2745.5,2.102
Bajra,2017,Kharif     ,Bihar,4379.0,4966,1112.0,1.128
Barley,2017,Rabi       ,Bihar,10378.0,16468,1112.0,1.567857143
Groundnut,2017,Kharif     ,Bihar,569.0,580,1112.0,1.0125
Maize,2017,Autumn     ,Bihar,223242.0,535877,1112.0,2.639189189
Maize,2017,Rabi       ,Bihar,268085.0,1645555,1112.0,5.3121875
Maize,2017,Summer     ,Bihar,186119.0,939340,1112.0,4.354705882
Onion,2017,Rabi       ,Bihar,13130.0,185740,1112.0,13.78428571
Potato,2017,Rabi       ,Bihar,87938.0,1257276,1112.0,14.39783784
Potato,2017,Winter     ,Bihar,67636.0,908446,1112.0,13.43027778
Rice,2017,Autumn     ,Bihar,522698.0,903286,1112.0,1.78173913
Rice,2017,Summer     ,Bihar,67865.0,143832,1112.0,2.034285714
Rice,2017,Winter     ,Bihar,2716420.0,7046043,1112.0,2.466842105
Sugarcane,2017,Whole Year ,Bihar,233769.0,13824707,1112.0,57.5275
Sunflower,2017,Rabi       ,Bihar,9363.0,13379,1112.0,1.377368421
Wheat,2017,Rabi       ,Bihar,2101311.0,6104303,1112.0,2.866315789
Bajra,2017,Kharif     ,Chhattisgarh,63.0,25,1124.5,0.271666667
Bajra,2017,Whole Year ,Chhattisgarh,1307.0,24969,1124.5,17.08227273
Barley,2017,Rabi       ,Chhattisgarh,1881.0,1960,1124.5,0.927142857
Groundnut,2017,Kharif     ,Chhattisgarh,25406.0,32112,1124.5,1.26047619
Maize,2017,Kharif     ,Chhattisgarh,119617.0,306937,1124.5,2.26037037
Onion,2017,Whole Year ,Chhattisgarh,4238.0,28864,1124.5,6.250869565
Potato,2017,Kharif     ,Chhattisgarh,1596.0,7003,1124.5,4.111111111
Potato,2017,Rabi       ,Chhattisgarh,9779.0,42910,1124.5,4.736956522
Rice,2017,Kharif     ,Chhattisgarh,3976626.0,5749044,1124.5,1.386296296
Sugarcane,2017,Whole Year ,Chhattisgarh,34834.0,64205,1124.5,1.823181818
Sunflower,2017,Kharif     ,Chhattisgarh,1265.0,7,1124.5,0.050666667
Wheat,2017,Rabi       ,Chhattisgarh,102195.0,141642,1124.5,1.497692308
Bajra,2017,Kharif     ,Gujarat,153027.0,252317,814.8,1.644
Bajra,2017,Summer     ,Gujarat,244125.0,712600,814.8,2.874137931
Groundnut,2017,Kharif     ,Gujarat,1627275.0,3970876,814.8,2.406451613
Groundnut,2017,Summer     ,Gujarat,51508.0,94931,814.8,1.817241379
Maize,2017,Kharif     ,Gujarat,302790.0,469550,814.8,1.676363636
Maize,2017,Rabi       ,Gujarat,92558.0,235342,814.8,2.460952381
Maize,2017,Summer     ,Gujarat,4636.0,9848,814.8,2.028888889
Onion,2017,Rabi       ,Gujarat,42668.0,1223608,814.8,28.7637931
Onion,2017,Summer     ,Gujarat,11801.0,318222,814.8,25.194
Potato,2017,Whole Year ,Gujarat,130397.0,3752816,814.8,27.283125
Rice,2017,Kharif     ,Gujarat,802674.0,1749613,814.8,2.0375
Rice,2017,Summer     ,Gujarat,52616.0,140196,814.8,2.657857143
Sugarcane,2017,Whole Year ,Gujarat,181699.0,11622609,814.8,61.96529412
Wheat,2017,Rabi       ,Gujarat,1058778.0,3101037,814.8,2.926666667
Bajra,2017,Kharif     ,Haryana,449400.0,720300,417.1,1.69047619
Barley,2017,Rabi       ,Haryana,20200.0,73500,417.1,3.711333333
Groundnut,2017,Kharif     ,Haryana,3100.0,3600,417.1,1.416666667
Maize,2017,Kharif     ,Haryana,6600.0,20600,417.1,2.711
Onion,2017,Whole Year ,Haryana,29931.0,701504,417.1,23.97666667
Potato,2017,Whole Year ,Haryana,34718.0,897576,417.1,26.06142857
Rice,2017,Kharif     ,Haryana,1422100.0,4880000,417.1,3.096190476
Sugarcane,2017,Whole Year ,Haryana,114900.0,9708800,417.1,82.12473684
Sunflower,2017,Kharif     ,Haryana,4900.0,9500,417.1,3.553333333
Wheat,2017,Rabi       ,Haryana,2530500.0,12265100,417.1,4.705454545
Bajra,2017,Kharif     ,Himachal Pradesh,79.0,58,1182.2,0.718
Barley,2017,Rabi       ,Himachal Pradesh,19160.0,33878,1182.2,1.69
Groundnut,2017,Kharif     ,Himachal Pradesh,36.0,37,1182.2,0.9275
Maize,2017,Kharif     ,Himachal Pradesh,280811.0,711114,1182.2,2.886666667
Onion,2017,Rabi       ,Himachal Pradesh,594.0,3732,1182.2,6.06
Potato,2017,Kharif     ,Himachal Pradesh,6458.0,63460,1182.2,10.488
Potato,2017,Rabi       ,Himachal Pradesh,3413.0,24219,1182.2,5.426
Rice,2017,Kharif     ,Himachal Pradesh,71613.0,114785,1182.2,1.618181818
Sugarcane,2017,Whole Year ,Himachal Pradesh,1874.0,36730,1182.2,17.11714286
Wheat,2017,Rabi       ,Himachal Pradesh,342675.0,603587,1182.2,1.608333333
Bajra,2017,Kharif     ,Jharkhand,614.0,354,1165.7,0.64
Groundnut,2017,Kharif     ,Jharkhand,32273.0,35843,1165.7,0.926666667
Maize,2017,Kharif     ,Jharkhand,284565.0,576153,1165.7,2.102916667
Maize,2017,Rabi       ,Jharkhand,10133.0,20579,1165.7,1.887777778
Rice,2017,Kharif     ,Jharkhand,1735411.0,3421253,1165.7,2.023333333
Sunflower,2017,Kharif     ,Jharkhand,412.0,289,1165.7,0.757777778
Sunflower,2017,Rabi       ,Jharkhand,1759.0,913,1165.7,0.493
Wheat,2017,Rabi       ,Jharkhand,220963.0,468754,1165.7,2.164583333
Bajra,2017,Kharif     ,Madhya Pradesh,309940.0,754740,800.0,1.604347826
Barley,2017,Kharif     ,Madhya Pradesh,130020.0,431030,800.0,2.255405405
Groundnut,2017,Kharif     ,Madhya Pradesh,218160.0,338130,800.0,1.308684211
Groundnut,2017,Summer     ,Madhya Pradesh,5890.0,11030,800.0,1.668461538
Maize,2017,Kharif     ,Madhya Pradesh,1316520.0,4679550,800.0,2.5508
Maize,2017,Summer     ,Madhya Pradesh,35640.0,133020,800.0,3.540357143
Onion,2017,Whole Year ,Madhya Pradesh,150865.6,3701014,800.0,23.00568627
Potato,2017,Whole Year ,Madhya Pradesh,136290.21,3144644,800.0,21.3776
Rice,2017,Kharif     ,Madhya Pradesh,2023070.0,4869658,800.0,1.806888889
Rice,2017,Summer     ,Madhya Pradesh,12070.0,29400,800.0,1.965294118
Sugarcane,2017,Whole Year ,Madhya Pradesh,98040.0,5432600,800.0,44.49714286
Sunflower,2017,Kharif     ,Madhya Pradesh,1020.0,510,800.0,0.615
Sunflower,2017,Rabi       ,Madhya Pradesh,2100.0,2100,800.0,1.0
Wheat,2017,Rabi       ,Madhya Pradesh,5802980.0,20019950,800.0,3.345882353
Bajra,2017,Kharif     ,Maharashtra,787833.0,669176,1129.5,0.609047619
Groundnut,2017,Kharif     ,Maharashtra,239847.0,276066,1129.5,1.011666667
Groundnut,2017,Summer     ,Maharashtra,51277.0,69376,1129.5,1.3459375
Maize,2017,Kharif     ,Maharashtra,694785.0,2165565,1129.5,2.253461538
Maize,2017,Rabi       ,Maharashtra,333739.0,904932,1129.5,1.973793103
Maize,2017,Summer     ,Maharashtra,35002.0,54906,1129.5,1.334444444
Rice,2017,Kharif     ,Maharashtra,1424765.0,2668600,1129.5,1.637916667
Rice,2017,Summer     ,Maharashtra,26178.0,62200,1129.5,2.535833333
Sugarcane,2017,Whole Year ,Maharashtra,902035.0,82539200,1129.5,66.33833333
Sunflower,2017,Kharif     ,Maharashtra,16497.0,7977,1129.5,0.542352941
Sunflower,2017,Rabi       ,Maharashtra,24016.0,12297,1129.5,0.535263158
Sunflower,2017,Summer     ,Maharashtra,371.0,450,1129.5,0.81625
Wheat,2017,Rabi       ,Maharashtra,1137731.5,1884842,1129.5,1.505483871
Groundnut,2017,Kharif     ,Manipur,3340.0,3142,1780.0,0.942222222
Maize,2017,Kharif     ,Manipur,19810.0,45840,1780.0,2.284444444
Maize,2017,Rabi       ,Manipur,7120.0,17250,1780.0,2.426666667
Potato,2017,Whole Year ,Manipur,15250.0,129170,1780.0,8.488888889
Rice,2017,Kharif     ,Manipur,236710.0,607820,1780.0,2.18
Sugarcane,2017,Whole Year ,Manipur,6000.0,348000,1780.0,54.38111111
Wheat,2017,Rabi       ,Manipur,2250.0,5620,1780.0,2.503333333
Maize,2017,Kharif     ,Mizoram,5474.0,8786,3865.8,1.67375
Maize,2017,Rabi       ,Mizoram,505.2,686,3865.8,1.3575
Onion,2017,Rabi       ,Mizoram,110.9,430,3865.8,7.24
Potato,2017,Kharif     ,Mizoram,58.0,313,3865.8,3.28
Potato,2017,Rabi       ,Mizoram,157.0,798,3865.8,5.488
Rice,2017,Autumn     ,Mizoram,19587.5,23580,3865.8,1.18625
Rice,2017,Kharif     ,Mizoram,16039.7,35029,3865.8,2.15625
Rice,2017,Rabi       ,Mizoram,487.0,998,3865.8,2.09
Sugarcane,2017,Whole Year ,Mizoram,1558.8,44836,3865.8,25.2375
Bajra,2017,Kharif     ,Nagaland,700.0,710,1722.1,0.995454545
Barley,2017,Rabi       ,Nagaland,550.0,570,1722.1,1.033636364
Groundnut,2017,Kharif     ,Nagaland,970.0,1010,1722.1,1.031818182
Maize,2017,Kharif     ,Nagaland,63680.0,126220,1722.1,1.981818182
Maize,2017,Rabi       ,Nagaland,5330.0,10560,1722.1,1.981666667
Potato,2017,Rabi       ,Nagaland,7500.0,75020,1722.1,9.989090909
Rice,2017,Kharif     ,Nagaland,206750.0,509590,1722.1,2.421818182
Rice,2017,Rabi       ,Nagaland,5250.0,14850,1722.1,2.826666667
Sugarcane,2017,Kharif     ,Nagaland,4430.0,192750,1722.1,43.50363636
Sunflower,2017,Kharif     ,Nagaland,350.0,310,1722.1,0.898333333
Sunflower,2017,Rabi       ,Nagaland,2270.0,1390,1722.1,0.614
Wheat,2017,Rabi       ,Nagaland,3410.0,6260,1722.1,1.834444444
Bajra,2017,Kharif     ,Punjab,1000.0,600,497.5,0.65
Barley,2017,Rabi       ,Punjab,7700.0,29900,497.5,3.723076923
Groundnut,2017,Kharif     ,Punjab,1200.0,2300,497.5,1.92
Maize,2017,Kharif     ,Punjab,114000.0,423000,497.5,3.750833333
Rice,2017,Kharif     ,Punjab,3065000.0,13382000,497.5,4.252727273
Sugarcane,2017,Whole Year ,Punjab,96000.0,8024000,497.5,84.3725
Sunflower,2017,Rabi       ,Punjab,6100.0,11600,497.5,1.89
Wheat,2017,Rabi       ,Punjab,3512000.0,17830000,497.5,5.013181818
Bajra,2017,Kharif     ,Telangana,944.0,998,815.7,1.01
Bajra,2017,Rabi       ,Telangana,7818.0,8261,815.7,0.99
Groundnut,2017,Kharif     ,Telangana,21006.0,45965,815.7,2.104
Groundnut,2017,Rabi       ,Telangana,146057.0,326551,815.7,2.1725
Maize,2017,Kharif     ,Telangana,463203.0,1597928,815.7,4.169333333
Maize,2017,Rabi       ,Telangana,167254.0,1154219,815.7,6.646333333
Onion,2017,Kharif     ,Telangana,4319.0,79105,815.7,18.15833333
Onion,2017,Rabi       ,Telangana,9378.0,341048,815.7,34.61428571
Potato,2017,Kharif     ,Telangana,19.0,163,815.7,7.94
Potato,2017,Rabi       ,Telangana,2160.0,25925,815.7,11.048
Rice,2017,Kharif     ,Telangana,1046987.0,2946004,815.7,2.672333333
Rice,2017,Rabi       ,Telangana,915389.0,3317425,815.7,3.532666667
Sugarcane,2017,Kharif     ,Telangana,35788.0,2663092,815.7,77.33636364
Sunflower,2017,Kharif     ,Telangana,411.0,871,815.7,1.98
Sunflower,2017,Rabi       ,Telangana,3242.0,6924,815.7,2.028888889
Wheat,2017,Kharif     ,Telangana,2.0,2,815.7,1.0
Wheat,2017,Rabi       ,Telangana,4156.0,5771,815.7,1.429
Groundnut,2017,Kharif     ,Tripura,1121.0,1343,3326.8,1.165
Groundnut,2017,Rabi       ,Tripura,1148.0,1413,3326.8,1.21
Maize,2017,Kharif     ,Tripura,13596.0,19137,3326.8,1.4275
Maize,2017,Rabi       ,Tripura,2140.0,3336,3326.8,1.55
Rice,2017,Autumn     ,Tripura,37775.0,104258,3326.8,2.68125
Rice,2017,Kharif     ,Tripura,15837.0,16787,3326.8,1.02625
Rice,2017,Summer     ,Tripura,72224.0,235115,3326.8,3.1475
Rice,2017,Winter     ,Tripura,148232.0,455932,3326.8,3.045
Sugarcane,2017,Whole Year ,Tripura,806.0,42489,3326.8,53.38875
Wheat,2017,Rabi       ,Tripura,195.0,396,3326.8,2.025
Bajra,2017,Kharif     ,Uttar Pradesh,925397.0,1795148,652.1,1.634262295
Barley,2017,Rabi       ,Uttar Pradesh,143911.0,403155,652.1,2.886486486
Groundnut,2017,Kharif     ,Uttar Pradesh,87922.0,89075,652.1,1.076440678
Maize,2017,Kharif     ,Uttar Pradesh,664457.0,1456460,652.1,1.973013699
Maize,2017,Rabi       ,Uttar Pradesh,13788.0,41388,652.1,2.979298246
Maize,2017,Summer     ,Uttar Pradesh,46098.0,101045,652.1,2.1865
Onion,2017,Rabi       ,Uttar Pradesh,13007.0,189992,652.1,14.51013514
Onion,2017,Summer     ,Uttar Pradesh,12557.0,180634,652.1,14.14591549
Potato,2017,Rabi       ,Uttar Pradesh,572826.0,15008697,652.1,23.98133333
Rice,2017,Kharif     ,Uttar Pradesh,5897871.0,15441958,652.1,2.541333333
Rice,2017,Summer     ,Uttar Pradesh,25761.0,76645,652.1,2.67
Sugarcane,2017,Kharif     ,Uttar Pradesh,2234282.0,177056410,652.1,67.24106667
Sunflower,2017,Summer     ,Uttar Pradesh,2093.0,3018,652.1,1.450952381
Wheat,2017,Rabi       ,Uttar Pradesh,9752941.0,35645666,652.1,3.649866667
Barley,2017,Rabi       ,Uttarakhand,19216.0,25480,1475.8,1.455384615
Groundnut,2017,Kharif     ,Uttarakhand,805.0,1109,1475.8,1.30875
Maize,2017,Kharif     ,Uttarakhand,20806.0,42563,1475.8,1.868461538
Maize,2017,Summer     ,Uttarakhand,66.0,96,1475.8,1.415
Onion,2017,Whole Year ,Uttarakhand,3499.0,56138,1475.8,16.44
Potato,2017,Kharif     ,Uttarakhand,7861.0,79562,1475.8,11.02
Potato,2017,Rabi       ,Uttarakhand,6141.0,80400,1475.8,12.16846154
Rice,2017,Kharif     ,Uttarakhand,246539.0,620027,1475.8,1.909230769
Rice,2017,Summer     ,Uttarakhand,13953.0,44845,1475.8,3.223333333
Sugarcane,2017,Whole Year ,Uttarakhand,91618.0,6385778,1475.8,68.9
Wheat,2017,Rabi       ,Uttarakhand,330401.0,929884,1475.8,2.100769231
Bajra,2017,Kharif     ,West Bengal,30.0,12,1830.0,0.4
Barley,2017,Rabi       ,West Bengal,428.0,607,1830.0,1.38
Groundnut,2017,Autumn     ,West Bengal,1798.0,2334,1830.0,1.51
Groundnut,2017,Rabi       ,West Bengal,10955.0,22997,1830.0,1.914
Groundnut,2017,Summer     ,West Bengal,55098.0,162387,1830.0,2.605294118
Maize,2017,Autumn     ,West Bengal,56185.0,151542,1830.0,2.583157895
Maize,2017,Rabi       ,West Bengal,117678.0,903874,1830.0,4.360666667
Maize,2017,Summer     ,West Bengal,71365.0,368001,1830.0,3.45952381
Potato,2017,Rabi       ,West Bengal,430615.0,14920198,1830.0,30.97954545
Potato,2017,Summer     ,West Bengal,1130.0,12440,1830.0,7.6
Rice,2017,Autumn     ,West Bengal,249341.0,633542,1830.0,2.45
